taxonID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks
7878923,Belgium,BE,,native,native,,1993-06-05/2022-02-15,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7878923,Flanders,BE,,native,native,,1993-06-05/2022-02-15,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7878923,Wallonia,BE,,native,native,,1993-06-05/2022-02-15,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7924391,Belgium,BE,,native,native,,1989-04-30/2021-04-29,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7924391,Flanders,BE,,native,native,,1989-04-30/2021-04-29,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7924391,Wallonia,BE,,native,native,,1989-04-30/2021-04-29,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7935594,Belgium,BE,,native,native,,1870-11-30/2024-09-22,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7935594,Flanders,BE,,native,native,,1870-11-30/2024-09-22,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7935594,Wallonia,BE,,native,native,,1870-11-30/2024-09-22,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7935594,Brussels,BE,,native,native,,1870-11-30/2024-09-22,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7949690,Belgium,BE,,native,native,,1948-07-16/2024-03-07,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7949690,Wallonia,BE,,native,native,,1948-07-16/2024-03-07,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7958926,Belgium,BE,,native,native,,1826-01-01/1875-12-31/2009-07-31,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7958926,Flanders,BE,,native,native,,1826-01-01/1875-12-31/2009-07-31,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7958926,Wallonia,BE,,native,native,,1826-01-01/1875-12-31/2009-07-31,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7960867,Belgium,BE,,native,native,,1999-10-29/2022-06-14,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7960867,Wallonia,BE,,native,native,,1999-10-29/2022-06-14,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7967672,Belgium,BE,,uncertain,established,,1988-10-16/1988-10-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7967672,Wallonia,BE,,uncertain,established,,1988-10-16/1988-10-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7970688,Belgium,BE,,native,native,,1874-05-01/2024-03-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7970688,Wallonia,BE,,native,native,,1874-05-01/2024-03-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7990197,Belgium,BE,,native,native,,1916-05-01/2016-09-25,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7990197,Wallonia,BE,,native,native,,1916-05-01/2016-09-25,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7994339,Belgium,BE,,native,native,,1800-01-01/1899-12-31/2025-01-02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7994339,Flanders,BE,,native,native,,1800-01-01/1899-12-31/2025-01-02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7994339,Wallonia,BE,,native,native,,1800-01-01/1899-12-31/2025-01-02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
7994339,Brussels,BE,,native,native,,1800-01-01/1899-12-31/2025-01-02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8006324,Belgium,BE,,native,native,,1869-12-31/2025-11-11 10:52:54,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8006324,Flanders,BE,,native,native,,1869-12-31/2025-11-11 10:52:54,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8006324,Wallonia,BE,,native,native,,1869-12-31/2025-11-11 10:52:54,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8006324,Brussels,BE,,native,native,,1869-12-31/2025-11-11 10:52:54,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8015748,Belgium,BE,,uncertain,established,,1985-11-03/2023-10-16 17:10,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8015748,Wallonia,BE,,uncertain,established,,1985-11-03/2023-10-16 17:10,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8024080,Belgium,BE,,native,native,,1872-05-31/2024-06-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8024080,Flanders,BE,,native,native,,1872-05-31/2024-06-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8024080,Wallonia,BE,,native,native,,1872-05-31/2024-06-17,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8030480,Belgium,BE,,native,native,,1870-01-31/2024-10-27,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8030480,Flanders,BE,,native,native,,1870-01-31/2024-10-27,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8030480,Wallonia,BE,,native,native,,1870-01-31/2024-10-27,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8030480,Brussels,BE,,native,native,,1870-01-31/2024-10-27,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8050494,Belgium,BE,,native,native,,1999-05-09/2024-03-09,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8050494,Wallonia,BE,,native,native,,1999-05-09/2024-03-09,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8081578,Belgium,BE,,native,native,,1996-05-01/2010-04-26,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8081578,Wallonia,BE,,native,native,,1996-05-01/2010-04-26,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8088107,Belgium,BE,,native,native,,2001/2007,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8088107,Wallonia,BE,,native,native,,2001/2007,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8094333,Belgium,BE,,native,native,,1884-01-14/2024-05-05,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8094333,Flanders,BE,,native,native,,1884-01-14/2024-05-05,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8094333,Wallonia,BE,,native,native,,1884-01-14/2024-05-05,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8094333,Brussels,BE,,native,native,,1884-01-14/2024-05-05,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8100531,Belgium,BE,,native,native,,1870-05-01/1991-10-01,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8100531,Wallonia,BE,,native,native,,1870-05-01/1991-10-01,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8105978,Belgium,BE,,native,native,,1874-08-16/2022-03-14,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8105978,Flanders,BE,,native,native,,1874-08-16/2022-03-14,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8105978,Wallonia,BE,,native,native,,1874-08-16/2022-03-14,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8120990,Belgium,BE,,native,native,,1973-04-22/2023-12-06,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8120990,Flanders,BE,,native,native,,1973-04-22/2023-12-06,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8132881,Belgium,BE,,native,native,,1873-12-31/2025-04-28 16:02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8132881,Flanders,BE,,native,native,,1873-12-31/2025-04-28 16:02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8132881,Wallonia,BE,,native,native,,1873-12-31/2025-04-28 16:02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8132881,Brussels,BE,,native,native,,1873-12-31/2025-04-28 16:02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8135515,Belgium,BE,,native,native,,1868-10-01T00:00Z/1868-10-31T00:00Z/2019-06-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8135515,Wallonia,BE,,native,native,,1868-10-01T00:00Z/1868-10-31T00:00Z/2019-06-16,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8191987,Belgium,BE,,uncertain,established,,2005-11-10/2009-04-15,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8191987,Flanders,BE,,uncertain,established,,2005-11-10/2009-04-15,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8191987,Wallonia,BE,,uncertain,established,,2005-11-10/2009-04-15,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8206974,Belgium,BE,,native,native,,2017-11-05/2019-05-05,"Van Landuyt W, Brosens D, De Beer D (2025). Florabank2: a grid-based database on distribution of bryophytes in the northern part of Belgium (Flanders and the Brussels Capital region). Version 1.18. Research Institute for Nature and Forest (INBO). Occurrence dataset https://doi.org/10.15468/385t22 | De Beer, D., & Van Landuyt, W. (2019). Aanvullingen en correcties bij de Vlaamse checklist mossen (hauwmossen, levermossen, bladmossen). Dumortiera, 115, 3–27. https://doi.org/10.5281/zenodo.3553636",
8206974,Flanders,BE,,native,native,,2017-11-05/2019-05-05,"Van Landuyt W, Brosens D, De Beer D (2025). Florabank2: a grid-based database on distribution of bryophytes in the northern part of Belgium (Flanders and the Brussels Capital region). Version 1.18. Research Institute for Nature and Forest (INBO). Occurrence dataset https://doi.org/10.15468/385t22 | De Beer, D., & Van Landuyt, W. (2019). Aanvullingen en correcties bij de Vlaamse checklist mossen (hauwmossen, levermossen, bladmossen). Dumortiera, 115, 3–27. https://doi.org/10.5281/zenodo.3553636",
8210228,Belgium,BE,,native,native,,1872-05-31/2025-04-10 12:57:30,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8210228,Flanders,BE,,native,native,,1872-05-31/2025-04-10 12:57:30,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8210228,Wallonia,BE,,native,native,,1872-05-31/2025-04-10 12:57:30,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8210228,Brussels,BE,,native,native,,1872-05-31/2025-04-10 12:57:30,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8211140,Belgium,BE,,native,native,,1986-09-27/2023-04-10,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8211140,Wallonia,BE,,native,native,,1986-09-27/2023-04-10,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8216169,Belgium,BE,,native,native,,1835/2024-12-15,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8216169,Flanders,BE,,native,native,,1835/2024-12-15,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8216169,Wallonia,BE,,native,native,,1835/2024-12-15,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8216169,Brussels,BE,,native,native,,1835/2024-12-15,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8226691,Belgium,BE,,native,native,,1869-02-04/2023-09-06,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8226691,Flanders,BE,,native,native,,1869-02-04/2023-09-06,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8226691,Wallonia,BE,,native,native,,1869-02-04/2023-09-06,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8226691,Brussels,BE,,native,native,,1869-02-04/2023-09-06,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8227194,Belgium,BE,,native,native,,1868-07-01/2023-05-28,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8227194,Flanders,BE,,native,native,,1868-07-01/2023-05-28,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8227194,Wallonia,BE,,native,native,,1868-07-01/2023-05-28,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8227677,Belgium,BE,,native,native,,1870-04-30/2025-01-29,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8227677,Flanders,BE,,native,native,,1870-04-30/2025-01-29,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8227677,Wallonia,BE,,native,native,,1870-04-30/2025-01-29,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8227677,Brussels,BE,,native,native,,1870-04-30/2025-01-29,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8232111,Belgium,BE,,native,native,,1869-12-31/2008-12-21,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8232111,Wallonia,BE,,native,native,,1869-12-31/2008-12-21,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8234277,Belgium,BE,,native,native,,1872-12-31/2024-06-02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8234277,Flanders,BE,,native,native,,1872-12-31/2024-06-02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8234277,Wallonia,BE,,native,native,,1872-12-31/2024-06-02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8234277,Brussels,BE,,native,native,,1872-12-31/2024-06-02,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8244689,Belgium,BE,,native,native,,1849/2025-07-17 12:27,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8244689,Flanders,BE,,native,native,,1849/2025-07-17 12:27,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8244689,Wallonia,BE,,native,native,,1849/2025-07-17 12:27,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8244689,Brussels,BE,,native,native,,1849/2025-07-17 12:27,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8248096,Belgium,BE,,native,native,,2001/2007,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8248096,Wallonia,BE,,native,native,,2001/2007,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
8267474,Belgium,BE,,native,native,,1891-06-11/2024-09-01,"Sotiaux, A., Stieperaere, H., & Vanderpoorten, A. (2007). Bryophyte checklist and european red list of the Brussels-Capital region, Flanders and Wallonia (Belgium). Belgian Journal of Botany, 140(2), 174-196.",
